banks,segments,quarters,observations,exposure_p50,exposure_p95,nco_rate_p50,npl_rate_p50,cre_share_p50,cre_to_tier1_p50
33,3,84,8145,4848727.0,28216217.999999993,0.0002517909094453749,0.00865853599492419,0.23556413034385837,1.345055935444635
