bank_id,event_date,event_type,source,notes
63069,2007-05-01,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
63069,2010-05-07,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
63069,2011-04-08,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
682563,2006-12-08,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
682563,2006-06-23,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
682563,2005-10-07,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
682563,2014-06-21,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
682563,2006-02-09,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
694904,2023-03-19,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
694904,2022-12-01,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
722777,2005-02-11,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
722777,2006-09-09,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
723112,2009-09-30,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
723112,2019-05-04,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
761806,2022-02-01,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
761806,2006-10-06,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
761806,2005-02-28,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
936855,2025-02-01,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
936855,2012-12-31,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
936855,2015-05-31,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
936855,2007-12-08,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
940311,2010-04-30,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
940311,2015-02-27,Branch Acquired in Merger/Consolidation/Failure,FDIC BankFind history API (CHANGECODE 713),Branch-level events collapsed to one bank-quarter flag.
