bank_id,cert,bank_name,report_date,segment,raw_source_files,source_archive_members,charge_off_raw_fields_and_values,recovery_raw_fields_and_values,transformation,quarterly_charge_off_thousands,quarterly_recovery_thousands,derived_segment_nco_thousands,panel_segment_nco_thousands,raw_archive_to_standard_match,derived_to_panel_match,reviewer,reviewer_conclusion,reviewer_note,limitation
491224,11063,FIRST-CITIZENS BANK&TRUST CO,2021-09-30,CI,FFIEC CDR Call Bulk All Schedules 06302021.zip; FFIEC CDR Call Bulk All Schedules 09302021.zip,FFIEC CDR Call Bulk All Schedules 06302021.zip::FFIEC CDR Call Schedule RIBI 06302021.txt; FFIEC CDR Call Bulk All Schedules 09302021.zip::FFIEC CDR Call Schedule RIBI 09302021.txt; FFIEC CDR Call Bulk All Schedules 06302021.zip::FFIEC CDR Call Schedule RIBI 06302021.txt; FFIEC CDR Call Bulk All Schedules 09302021.zip::FFIEC CDR Call Schedule RIBI 09302021.txt,RIAD4638: current_ytd=10391; prior_ytd=5525; quarterly=4866,RIAD4608: current_ytd=2983; prior_ytd=1813; quarterly=1170,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,4866.0,1170.0,3696.0,3696.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
694904,32541,FLAGSTAR BANK NATIONAL ASSN,2019-06-30,CI,FFIEC CDR Call Bulk All Schedules 03312019.zip; FFIEC CDR Call Bulk All Schedules 06302019.zip,FFIEC CDR Call Bulk All Schedules 03312019.zip::FFIEC CDR Call Schedule RIBI 03312019.txt; FFIEC CDR Call Bulk All Schedules 06302019.zip::FFIEC CDR Call Schedule RIBI 06302019.txt; FFIEC CDR Call Bulk All Schedules 03312019.zip::FFIEC CDR Call Schedule RIBI 03312019.txt; FFIEC CDR Call Bulk All Schedules 06302019.zip::FFIEC CDR Call Schedule RIBI 06302019.txt,RIAD4638: current_ytd=9813; prior_ytd=2068; quarterly=7745,RIAD4608: current_ytd=475; prior_ytd=108; quarterly=367,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,7745.0,367.0,7378.0,7378.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
229801,9396,VALLEY NATIONAL BANK,2017-12-31,CRE,FFIEC CDR Call Bulk All Schedules 09302017.zip; FFIEC CDR Call Bulk All Schedules 12312017.zip,FFIEC CDR Call Bulk All Schedules 09302017.zip::FFIEC CDR Call Schedule RIBI 09302017.txt; FFIEC CDR Call Bulk All Schedules 12312017.zip::FFIEC CDR Call Schedule RIBI 12312017.txt; FFIEC CDR Call Bulk All Schedules 09302017.zip::FFIEC CDR Call Schedule RIBI 09302017.txt; FFIEC CDR Call Bulk All Schedules 12312017.zip::FFIEC CDR Call Schedule RIBI 12312017.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC893: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC895: current_ytd=252; prior_ytd=247; quarterly=5 | RIADC897: current_ytd=307; prior_ytd=306; quarterly=1,RIAD3589: current_ytd=11; prior_ytd=9; quarterly=2 | RIADC894: current_ytd=579; prior_ytd=0; quarterly=579 | RIADC896: current_ytd=205; prior_ytd=196; quarterly=9 | RIADC898: current_ytd=336; prior_ytd=325; quarterly=11,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,6.0,601.0,-595.0,-595.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
63069,17281,CITY NATIONAL BANK,2023-09-30,Mortgage,FFIEC CDR Call Bulk All Schedules 06302023.zip; FFIEC CDR Call Bulk All Schedules 09302023.zip,FFIEC CDR Call Bulk All Schedules 06302023.zip::FFIEC CDR Call Schedule RIBI 06302023.txt; FFIEC CDR Call Bulk All Schedules 09302023.zip::FFIEC CDR Call Schedule RIBI 09302023.txt; FFIEC CDR Call Bulk All Schedules 06302023.zip::FFIEC CDR Call Schedule RIBI 06302023.txt; FFIEC CDR Call Bulk All Schedules 09302023.zip::FFIEC CDR Call Schedule RIBI 09302023.txt,RIADC234: current_ytd=31; prior_ytd=31; quarterly=0,RIADC217: current_ytd=44; prior_ytd=10; quarterly=34,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,34.0,-34.0,-34.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
229801,9396,VALLEY NATIONAL BANK,2006-12-31,CRE,FFIEC CDR Call Bulk All Schedules 09302006.zip; FFIEC CDR Call Bulk All Schedules 12312006.zip,FFIEC CDR Call Bulk All Schedules 09302006.zip::FFIEC CDR Call Schedule RIBI 09302006.txt; FFIEC CDR Call Bulk All Schedules 12312006.zip::FFIEC CDR Call Schedule RIBI 12312006.txt; FFIEC CDR Call Bulk All Schedules 09302006.zip::FFIEC CDR Call Schedule RIBI 09302006.txt; FFIEC CDR Call Bulk All Schedules 12312006.zip::FFIEC CDR Call Schedule RIBI 12312006.txt,RIAD3582: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3588: current_ytd=53; prior_ytd=0; quarterly=53 | RIAD3590: current_ytd=448; prior_ytd=311; quarterly=137,RIAD3583: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3589: current_ytd=1; prior_ytd=0; quarterly=1 | RIAD3591: current_ytd=181; prior_ytd=154; quarterly=27,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,190.0,28.0,162.0,162.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
339858,4214,BOKF NATIONAL ASSN,2007-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312007.zip; FFIEC CDR Call Bulk All Schedules 06302007.zip,FFIEC CDR Call Bulk All Schedules 03312007.zip::FFIEC CDR Call Schedule RIBI 03312007.txt; FFIEC CDR Call Bulk All Schedules 06302007.zip::FFIEC CDR Call Schedule RIBI 06302007.txt; FFIEC CDR Call Bulk All Schedules 03312007.zip::FFIEC CDR Call Schedule RIBI 03312007.txt; FFIEC CDR Call Bulk All Schedules 06302007.zip::FFIEC CDR Call Schedule RIBI 06302007.txt,RIAD3582: current_ytd=30; prior_ytd=30; quarterly=0 | RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3590: current_ytd=964; prior_ytd=37; quarterly=927,RIAD3583: current_ytd=30; prior_ytd=0; quarterly=30 | RIAD3589: current_ytd=29; prior_ytd=26; quarterly=3 | RIAD3591: current_ytd=69; prior_ytd=8; quarterly=61,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,927.0,94.0,833.0,833.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
694904,32541,FLAGSTAR BANK NATIONAL ASSN,2011-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312011.zip; FFIEC CDR Call Bulk All Schedules 06302011.zip,FFIEC CDR Call Bulk All Schedules 03312011.zip::FFIEC CDR Call Schedule RIBI 03312011.txt; FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt; FFIEC CDR Call Bulk All Schedules 03312011.zip::FFIEC CDR Call Schedule RIBI 03312011.txt; FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt,RIAD3588: current_ytd=47092; prior_ytd=25926; quarterly=21166 | RIADC893: current_ytd=3964; prior_ytd=878; quarterly=3086 | RIADC895: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC897: current_ytd=7755; prior_ytd=6644; quarterly=1111,RIAD3589: current_ytd=160; prior_ytd=74; quarterly=86 | RIADC894: current_ytd=369; prior_ytd=13; quarterly=356 | RIADC896: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC898: current_ytd=43; prior_ytd=0; quarterly=43,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,25363.0,485.0,24878.0,24878.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
936855,8273,UMB BANK NATIONAL ASSN,2015-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302015.zip; FFIEC CDR Call Bulk All Schedules 09302015.zip,FFIEC CDR Call Bulk All Schedules 06302015.zip::FFIEC CDR Call Schedule RIBI 06302015.txt; FFIEC CDR Call Bulk All Schedules 09302015.zip::FFIEC CDR Call Schedule RIBI 09302015.txt; FFIEC CDR Call Bulk All Schedules 06302015.zip::FFIEC CDR Call Schedule RIBI 06302015.txt; FFIEC CDR Call Bulk All Schedules 09302015.zip::FFIEC CDR Call Schedule RIBI 09302015.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC893: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC895: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC897: current_ytd=0; prior_ytd=0; quarterly=0,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC894: current_ytd=118; prior_ytd=59; quarterly=59 | RIADC896: current_ytd=13; prior_ytd=0; quarterly=13 | RIADC898: current_ytd=0; prior_ytd=0; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,72.0,-72.0,-72.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
3138146,57512,WESTERN ALLIANCE BANK,2021-03-31,Mortgage,FFIEC CDR Call Bulk All Schedules 03312021.zip,FFIEC CDR Call Bulk All Schedules 03312021.zip::FFIEC CDR Call Schedule RIBI 03312021.txt; FFIEC CDR Call Bulk All Schedules 03312021.zip::FFIEC CDR Call Schedule RIBI 03312021.txt,RIADC234: current_ytd=0; quarterly=current_ytd,RIADC217: current_ytd=0; quarterly=current_ytd,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,0.0,0.0,0.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
280110,17534,KEYBANK NATIONAL ASSN,2005-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312005.zip; FFIEC CDR Call Bulk All Schedules 06302005.zip,FFIEC CDR Call Bulk All Schedules 03312005.zip::FFIEC CDR Call Schedule RIBI 03312005.txt; FFIEC CDR Call Bulk All Schedules 06302005.zip::FFIEC CDR Call Schedule RIBI 06302005.txt; FFIEC CDR Call Bulk All Schedules 03312005.zip::FFIEC CDR Call Schedule RIBI 03312005.txt; FFIEC CDR Call Bulk All Schedules 06302005.zip::FFIEC CDR Call Schedule RIBI 06302005.txt,RIAD3582: current_ytd=4831; prior_ytd=4598; quarterly=233 | RIAD3588: current_ytd=110; prior_ytd=56; quarterly=54 | RIAD3590: current_ytd=10139; prior_ytd=2137; quarterly=8002,RIAD3583: current_ytd=2035; prior_ytd=224; quarterly=1811 | RIAD3589: current_ytd=29; prior_ytd=0; quarterly=29 | RIAD3591: current_ytd=480; prior_ytd=289; quarterly=191,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,8289.0,2031.0,6258.0,6258.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
3212149,57565,UBS BANK USA,2006-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312006.zip; FFIEC CDR Call Bulk All Schedules 06302006.zip,FFIEC CDR Call Bulk All Schedules 03312006.zip::FFIEC CDR Call Schedule RIBI 03312006.txt; FFIEC CDR Call Bulk All Schedules 06302006.zip::FFIEC CDR Call Schedule RIBI 06302006.txt; FFIEC CDR Call Bulk All Schedules 03312006.zip::FFIEC CDR Call Schedule RIBI 03312006.txt; FFIEC CDR Call Bulk All Schedules 06302006.zip::FFIEC CDR Call Schedule RIBI 06302006.txt,RIAD3582: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3590: current_ytd=0; prior_ytd=0; quarterly=0,RIAD3583: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3591: current_ytd=0; prior_ytd=0; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,0.0,0.0,0.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
606046,11813,CADENCE BANK,2022-06-30,Mortgage,FFIEC CDR Call Bulk All Schedules 03312022.zip; FFIEC CDR Call Bulk All Schedules 06302022.zip,FFIEC CDR Call Bulk All Schedules 03312022.zip::FFIEC CDR Call Schedule RIBI 03312022.txt; FFIEC CDR Call Bulk All Schedules 06302022.zip::FFIEC CDR Call Schedule RIBI 06302022.txt; FFIEC CDR Call Bulk All Schedules 03312022.zip::FFIEC CDR Call Schedule RIBI 03312022.txt; FFIEC CDR Call Bulk All Schedules 06302022.zip::FFIEC CDR Call Schedule RIBI 06302022.txt,RIADC234: current_ytd=427; prior_ytd=116; quarterly=311,RIADC217: current_ytd=1090; prior_ytd=751; quarterly=339,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,311.0,339.0,-28.0,-28.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
197478,31628,EAST WEST BANK,2005-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312005.zip; FFIEC CDR Call Bulk All Schedules 06302005.zip,FFIEC CDR Call Bulk All Schedules 03312005.zip::FFIEC CDR Call Schedule RIBI 03312005.txt; FFIEC CDR Call Bulk All Schedules 06302005.zip::FFIEC CDR Call Schedule RIBI 06302005.txt; FFIEC CDR Call Bulk All Schedules 03312005.zip::FFIEC CDR Call Schedule RIBI 03312005.txt; FFIEC CDR Call Bulk All Schedules 06302005.zip::FFIEC CDR Call Schedule RIBI 06302005.txt,RIAD3582: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3590: current_ytd=0; prior_ytd=0; quarterly=0,RIAD3583: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3589: current_ytd=75; prior_ytd=0; quarterly=75 | RIAD3591: current_ytd=34; prior_ytd=0; quarterly=34,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,109.0,-109.0,-109.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
485559,4977,FIRST HORIZON BANK,2020-09-30,Mortgage,FFIEC CDR Call Bulk All Schedules 06302020.zip; FFIEC CDR Call Bulk All Schedules 09302020.zip,FFIEC CDR Call Bulk All Schedules 06302020.zip::FFIEC CDR Call Schedule RIBI 06302020.txt; FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt; FFIEC CDR Call Bulk All Schedules 06302020.zip::FFIEC CDR Call Schedule RIBI 06302020.txt; FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt,RIADC234: current_ytd=1946; prior_ytd=1869; quarterly=77,RIADC217: current_ytd=1405; prior_ytd=776; quarterly=629,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,77.0,629.0,-552.0,-552.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
208244,3832,OLD NATIONAL BANK,2006-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312006.zip; FFIEC CDR Call Bulk All Schedules 06302006.zip,FFIEC CDR Call Bulk All Schedules 03312006.zip::FFIEC CDR Call Schedule RIBI 03312006.txt; FFIEC CDR Call Bulk All Schedules 06302006.zip::FFIEC CDR Call Schedule RIBI 06302006.txt; FFIEC CDR Call Bulk All Schedules 03312006.zip::FFIEC CDR Call Schedule RIBI 03312006.txt; FFIEC CDR Call Bulk All Schedules 06302006.zip::FFIEC CDR Call Schedule RIBI 06302006.txt,RIAD3582: current_ytd=2; prior_ytd=2; quarterly=0 | RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3590: current_ytd=1752; prior_ytd=93; quarterly=1659,RIAD3583: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3589: current_ytd=2; prior_ytd=1; quarterly=1 | RIAD3591: current_ytd=344; prior_ytd=92; quarterly=252,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,1659.0,253.0,1406.0,1406.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
3138146,57512,WESTERN ALLIANCE BANK,2012-03-31,CRE,FFIEC CDR Call Bulk All Schedules 03312012.zip,FFIEC CDR Call Bulk All Schedules 03312012.zip::FFIEC CDR Call Schedule RIBI 03312012.txt; FFIEC CDR Call Bulk All Schedules 03312012.zip::FFIEC CDR Call Schedule RIBI 03312012.txt,RIAD3588: current_ytd=0; quarterly=current_ytd | RIADC893: current_ytd=15; quarterly=current_ytd | RIADC895: current_ytd=200; quarterly=current_ytd | RIADC897: current_ytd=0; quarterly=current_ytd,RIAD3589: current_ytd=0; quarterly=current_ytd | RIADC894: current_ytd=23; quarterly=current_ytd | RIADC896: current_ytd=4; quarterly=current_ytd | RIADC898: current_ytd=257; quarterly=current_ytd,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,215.0,284.0,-69.0,-69.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
197478,31628,EAST WEST BANK,2020-09-30,Mortgage,FFIEC CDR Call Bulk All Schedules 06302020.zip; FFIEC CDR Call Bulk All Schedules 09302020.zip,FFIEC CDR Call Bulk All Schedules 06302020.zip::FFIEC CDR Call Schedule RIBI 06302020.txt; FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt; FFIEC CDR Call Bulk All Schedules 06302020.zip::FFIEC CDR Call Schedule RIBI 06302020.txt; FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt,RIADC234: current_ytd=221; prior_ytd=221; quarterly=0,RIADC217: current_ytd=807; prior_ytd=702; quarterly=105,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,105.0,-105.0,-105.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
936855,8273,UMB BANK NATIONAL ASSN,2012-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302012.zip; FFIEC CDR Call Bulk All Schedules 09302012.zip,FFIEC CDR Call Bulk All Schedules 06302012.zip::FFIEC CDR Call Schedule RIBI 06302012.txt; FFIEC CDR Call Bulk All Schedules 09302012.zip::FFIEC CDR Call Schedule RIBI 09302012.txt; FFIEC CDR Call Bulk All Schedules 06302012.zip::FFIEC CDR Call Schedule RIBI 06302012.txt; FFIEC CDR Call Bulk All Schedules 09302012.zip::FFIEC CDR Call Schedule RIBI 09302012.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC893: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC895: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC897: current_ytd=0; prior_ytd=0; quarterly=0,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC894: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC896: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC898: current_ytd=0; prior_ytd=0; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,0.0,0.0,0.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
63069,17281,CITY NATIONAL BANK,2015-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302015.zip; FFIEC CDR Call Bulk All Schedules 09302015.zip,FFIEC CDR Call Bulk All Schedules 06302015.zip::FFIEC CDR Call Schedule RIBI 06302015.txt; FFIEC CDR Call Bulk All Schedules 09302015.zip::FFIEC CDR Call Schedule RIBI 09302015.txt; FFIEC CDR Call Bulk All Schedules 06302015.zip::FFIEC CDR Call Schedule RIBI 06302015.txt; FFIEC CDR Call Bulk All Schedules 09302015.zip::FFIEC CDR Call Schedule RIBI 09302015.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC893: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC895: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC897: current_ytd=0; prior_ytd=0; quarterly=0,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC894: current_ytd=1839; prior_ytd=1697; quarterly=142 | RIADC896: current_ytd=118; prior_ytd=50; quarterly=68 | RIADC898: current_ytd=1191; prior_ytd=1151; quarterly=40,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,250.0,-250.0,-250.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
60143,983,COMERICA BANK,2024-12-31,Mortgage,FFIEC CDR Call Bulk All Schedules 09302024.zip; FFIEC CDR Call Bulk All Schedules 12312024.zip,FFIEC CDR Call Bulk All Schedules 09302024.zip::FFIEC CDR Call Schedule RIBI 09302024.txt; FFIEC CDR Call Bulk All Schedules 12312024.zip::FFIEC CDR Call Schedule RIBI 12312024.txt; FFIEC CDR Call Bulk All Schedules 09302024.zip::FFIEC CDR Call Schedule RIBI 09302024.txt; FFIEC CDR Call Bulk All Schedules 12312024.zip::FFIEC CDR Call Schedule RIBI 12312024.txt,RIADC234: current_ytd=0; prior_ytd=0; quarterly=0,RIADC217: current_ytd=0; prior_ytd=0; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,0.0,0.0,0.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
694904,32541,FLAGSTAR BANK NATIONAL ASSN,2012-09-30,CI,FFIEC CDR Call Bulk All Schedules 06302012.zip; FFIEC CDR Call Bulk All Schedules 09302012.zip,FFIEC CDR Call Bulk All Schedules 06302012.zip::FFIEC CDR Call Schedule RIBI 06302012.txt; FFIEC CDR Call Bulk All Schedules 09302012.zip::FFIEC CDR Call Schedule RIBI 09302012.txt; FFIEC CDR Call Bulk All Schedules 06302012.zip::FFIEC CDR Call Schedule RIBI 06302012.txt; FFIEC CDR Call Bulk All Schedules 09302012.zip::FFIEC CDR Call Schedule RIBI 09302012.txt,RIAD4638: current_ytd=1267; prior_ytd=1172; quarterly=95,RIAD4608: current_ytd=1336; prior_ytd=1298; quarterly=38,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,95.0,38.0,57.0,57.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
491224,11063,FIRST-CITIZENS BANK&TRUST CO,2008-12-31,CRE,FFIEC CDR Call Bulk All Schedules 09302008.zip; FFIEC CDR Call Bulk All Schedules 12312008.zip,FFIEC CDR Call Bulk All Schedules 09302008.zip::FFIEC CDR Call Schedule RIBI 09302008.txt; FFIEC CDR Call Bulk All Schedules 12312008.zip::FFIEC CDR Call Schedule RIBI 12312008.txt; FFIEC CDR Call Bulk All Schedules 09302008.zip::FFIEC CDR Call Schedule RIBI 09302008.txt; FFIEC CDR Call Bulk All Schedules 12312008.zip::FFIEC CDR Call Schedule RIBI 12312008.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,0.0,0.0,0.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
