bank_id,bank_name,scenario,scenario_type,model,formal_use,segment,cumulative_loss_thousands,cumulative_loss_thousands_unfloored,starting_tier1_thousands,exposure_thousands,modeled_credit_loss_burden,modeled_credit_loss_burden_unfloored
229801,VALLEY NATIONAL BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,33552.1690336209,33552.1690336209,6297558.0,7892049.0,0.005327806275642225,0.005327806275642225
229801,VALLEY NATIONAL BANK,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,82640.5256829867,82640.5256829867,6297558.0,7892049.0,0.01312263034067915,0.01312263034067915
229801,VALLEY NATIONAL BANK,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,66634.53794642835,66634.53794642835,6297558.0,29256828.0,0.010581012187014132,0.010581012187014132
229801,VALLEY NATIONAL BANK,researcher_lambda_0.5,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,115851.87994870111,115851.87994870111,6297558.0,7892049.0,0.018396318056729467,0.018396318056729467
229801,VALLEY NATIONAL BANK,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,82640.5256829867,82640.5256829867,6297558.0,7892049.0,0.01312263034067915,0.01312263034067915
229801,VALLEY NATIONAL BANK,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,66634.53794642835,66634.53794642835,6297558.0,29256828.0,0.010581012187014132,0.010581012187014132
229801,VALLEY NATIONAL BANK,researcher_lambda_1,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,206350.77750338294,206350.77750338294,6297558.0,7892049.0,0.032766792700183615,0.032766792700183615
229801,VALLEY NATIONAL BANK,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,82640.5256829867,82640.5256829867,6297558.0,7892049.0,0.01312263034067915,0.01312263034067915
229801,VALLEY NATIONAL BANK,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,66634.53794642835,66634.53794642835,6297558.0,29256828.0,0.010581012187014132,0.010581012187014132
229801,VALLEY NATIONAL BANK,researcher_lambda_1.25,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,251595.51245986228,251595.51245986228,6297558.0,7892049.0,0.039951281506238175,0.039951281506238175
229801,VALLEY NATIONAL BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,82640.5256829867,82640.5256829867,6297558.0,7892049.0,0.01312263034067915,0.01312263034067915
229801,VALLEY NATIONAL BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,66634.53794642835,66634.53794642835,6297558.0,29256828.0,0.010581012187014132,0.010581012187014132
229801,VALLEY NATIONAL BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,41268.31578690394,41268.31578690394,6297558.0,7892049.0,0.006553066408741919,0.006553066408741919
229801,VALLEY NATIONAL BANK,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CI,82640.5256829867,82640.5256829867,6297558.0,7892049.0,0.01312263034067915,0.01312263034067915
229801,VALLEY NATIONAL BANK,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CRE,66634.53794642835,66634.53794642835,6297558.0,29256828.0,0.010581012187014132,0.010581012187014132
229801,VALLEY NATIONAL BANK,severely_adverse,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,206350.77750338294,206350.77750338294,6297558.0,7892049.0,0.032766792700183615,0.032766792700183615
233031,REGIONS BANK,baseline,Fed official,ar_mean,FORMAL_BASELINE,CI,392588.26928289677,392588.26928289677,14475000.0,25585000.0,0.027121814803654352,0.027121814803654352
233031,REGIONS BANK,baseline,Fed official,ar_mean,FORMAL_BASELINE,CRE,31463.814196631312,31463.814196631312,14475000.0,15164000.0,0.0021736659203199526,0.0021736659203199526
233031,REGIONS BANK,baseline,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,192454.21001579694,192454.21001579694,14475000.0,25585000.0,0.013295627634942794,0.013295627634942794
233031,REGIONS BANK,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,392588.26928289677,392588.26928289677,14475000.0,25585000.0,0.027121814803654352,0.027121814803654352
233031,REGIONS BANK,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,31463.814196631312,31463.814196631312,14475000.0,15164000.0,0.0021736659203199526,0.0021736659203199526
233031,REGIONS BANK,researcher_cre_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,192454.21001579694,192454.21001579694,14475000.0,25585000.0,0.013295627634942794,0.013295627634942794
233031,REGIONS BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,392588.26928289677,392588.26928289677,14475000.0,25585000.0,0.027121814803654352,0.027121814803654352
233031,REGIONS BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,31463.814196631312,31463.814196631312,14475000.0,15164000.0,0.0021736659203199526,0.0021736659203199526
233031,REGIONS BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,219073.85282655637,219073.85282655637,14475000.0,25585000.0,0.015134635773855362,0.015134635773855362
233031,REGIONS BANK,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,392588.26928289677,392588.26928289677,14475000.0,25585000.0,0.027121814803654352,0.027121814803654352
233031,REGIONS BANK,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,31463.814196631312,31463.814196631312,14475000.0,15164000.0,0.0021736659203199526,0.0021736659203199526
233031,REGIONS BANK,researcher_lambda_0.5,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,485878.8490654707,485878.8490654707,14475000.0,25585000.0,0.03356675986635376,0.03356675986635376
233031,REGIONS BANK,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,392588.26928289677,392588.26928289677,14475000.0,25585000.0,0.027121814803654352,0.027121814803654352
233031,REGIONS BANK,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,31463.814196631312,31463.814196631312,14475000.0,15164000.0,0.0021736659203199526,0.0021736659203199526
233031,REGIONS BANK,researcher_lambda_1,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,779264.5457250499,779264.5457250499,14475000.0,25585000.0,0.05383520177720552,0.05383520177720552
233031,REGIONS BANK,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,392588.26928289677,392588.26928289677,14475000.0,25585000.0,0.027121814803654352,0.027121814803654352
233031,REGIONS BANK,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,31463.814196631312,31463.814196631312,14475000.0,15164000.0,0.0021736659203199526,0.0021736659203199526
233031,REGIONS BANK,researcher_lambda_1.25,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,925942.1124585462,925942.1124585462,14475000.0,25585000.0,0.063968367009226,0.063968367009226
233031,REGIONS BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,392588.26928289677,392588.26928289677,14475000.0,25585000.0,0.027121814803654352,0.027121814803654352
233031,REGIONS BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,31463.814196631312,31463.814196631312,14475000.0,15164000.0,0.0021736659203199526,0.0021736659203199526
233031,REGIONS BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,244088.60054071105,244088.60054071105,14475000.0,25585000.0,0.016862770330964495,0.016862770330964495
233031,REGIONS BANK,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CI,392588.26928289677,392588.26928289677,14475000.0,25585000.0,0.027121814803654352,0.027121814803654352
233031,REGIONS BANK,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CRE,31463.814196631312,31463.814196631312,14475000.0,15164000.0,0.0021736659203199526,0.0021736659203199526
233031,REGIONS BANK,severely_adverse,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,779264.5457250499,779264.5457250499,14475000.0,25585000.0,0.05383520177720552,0.05383520177720552
276579,ZIONS BCORP N A,baseline,Fed official,ar_mean,FORMAL_BASELINE,CI,189390.60912722052,189390.60912722052,8002555.0,14635445.0,0.02366626772664737,0.02366626772664737
276579,ZIONS BCORP N A,baseline,Fed official,ar_mean,FORMAL_BASELINE,CRE,6931.744297826129,6895.964252150039,8002555.0,23051368.0,0.0008661913973507372,0.0008617203195916853
276579,ZIONS BCORP N A,baseline,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,70929.86483248812,70929.86483248812,8002555.0,14635445.0,0.008863402354933908,0.008863402354933908
276579,ZIONS BCORP N A,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,189390.60912722052,189390.60912722052,8002555.0,14635445.0,0.02366626772664737,0.02366626772664737
276579,ZIONS BCORP N A,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,6931.744297826129,6895.964252150039,8002555.0,23051368.0,0.0008661913973507372,0.0008617203195916853
276579,ZIONS BCORP N A,researcher_cre_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,70929.86483248812,70929.86483248812,8002555.0,14635445.0,0.008863402354933908,0.008863402354933908
276579,ZIONS BCORP N A,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,189390.60912722052,189390.60912722052,8002555.0,14635445.0,0.02366626772664737,0.02366626772664737
276579,ZIONS BCORP N A,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,6931.744297826129,6895.964252150039,8002555.0,23051368.0,0.0008661913973507372,0.0008617203195916853
276579,ZIONS BCORP N A,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,86157.15888277206,86157.15888277206,8002555.0,14635445.0,0.010766206403176493,0.010766206403176493
276579,ZIONS BCORP N A,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,189390.60912722052,189390.60912722052,8002555.0,14635445.0,0.02366626772664737,0.02366626772664737
276579,ZIONS BCORP N A,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,6931.744297826129,6895.964252150039,8002555.0,23051368.0,0.0008661913973507372,0.0008617203195916853
276579,ZIONS BCORP N A,researcher_lambda_0.5,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,238778.21998028381,238778.21998028381,8002555.0,14635445.0,0.02983774806674666,0.02983774806674666
276579,ZIONS BCORP N A,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,189390.60912722052,189390.60912722052,8002555.0,14635445.0,0.02366626772664737,0.02366626772664737
276579,ZIONS BCORP N A,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,6931.744297826129,6895.964252150039,8002555.0,23051368.0,0.0008661913973507372,0.0008617203195916853
276579,ZIONS BCORP N A,researcher_lambda_1,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,406604.29882523016,406604.29882523016,8002555.0,14635445.0,0.05080931012973109,0.05080931012973109
276579,ZIONS BCORP N A,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,189390.60912722052,189390.60912722052,8002555.0,14635445.0,0.02366626772664737,0.02366626772664737
276579,ZIONS BCORP N A,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,6931.744297826129,6895.964252150039,8002555.0,23051368.0,0.0008661913973507372,0.0008617203195916853
276579,ZIONS BCORP N A,researcher_lambda_1.25,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,490508.59668186156,490508.59668186156,8002555.0,14635445.0,0.06129399881436136,0.06129399881436136
276579,ZIONS BCORP N A,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,189390.60912722052,189390.60912722052,8002555.0,14635445.0,0.02366626772664737,0.02366626772664737
276579,ZIONS BCORP N A,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,6931.744297826129,6895.964252150039,8002555.0,23051368.0,0.0008661913973507372,0.0008617203195916853
276579,ZIONS BCORP N A,researcher_unemployment_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,100466.40118722338,100466.40118722338,8002555.0,14635445.0,0.012554290621835574,0.012554290621835574
276579,ZIONS BCORP N A,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CI,189390.60912722052,189390.60912722052,8002555.0,14635445.0,0.02366626772664737,0.02366626772664737
276579,ZIONS BCORP N A,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CRE,6931.744297826129,6895.964252150039,8002555.0,23051368.0,0.0008661913973507372,0.0008617203195916853
276579,ZIONS BCORP N A,severely_adverse,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,406604.29882523016,406604.29882523016,8002555.0,14635445.0,0.05080931012973109,0.05080931012973109
280110,KEYBANK NATIONAL ASSN,baseline,Fed official,ar_mean,FORMAL_BASELINE,CI,505419.8314730888,505419.8314730888,18376004.0,34702974.0,0.027504338346524566,0.027504338346524566
280110,KEYBANK NATIONAL ASSN,baseline,Fed official,ar_mean,FORMAL_BASELINE,CRE,55995.48700711812,55995.48700711812,18376004.0,17197128.0,0.0030472069448351296,0.0030472069448351296
280110,KEYBANK NATIONAL ASSN,baseline,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,231243.26139193337,231243.26139193337,18376004.0,34702974.0,0.012583979704833182,0.012583979704833182
280110,KEYBANK NATIONAL ASSN,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,505419.8314730888,505419.8314730888,18376004.0,34702974.0,0.027504338346524566,0.027504338346524566
280110,KEYBANK NATIONAL ASSN,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,55995.48700711812,55995.48700711812,18376004.0,17197128.0,0.0030472069448351296,0.0030472069448351296
280110,KEYBANK NATIONAL ASSN,researcher_cre_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,231243.26139193337,231243.26139193337,18376004.0,34702974.0,0.012583979704833182,0.012583979704833182
280110,KEYBANK NATIONAL ASSN,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,505419.8314730888,505419.8314730888,18376004.0,34702974.0,0.027504338346524566,0.027504338346524566
280110,KEYBANK NATIONAL ASSN,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,55995.48700711812,55995.48700711812,18376004.0,17197128.0,0.0030472069448351296,0.0030472069448351296
280110,KEYBANK NATIONAL ASSN,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,267349.60387194395,267349.60387194395,18376004.0,34702974.0,0.014548843365072403,0.014548843365072403
280110,KEYBANK NATIONAL ASSN,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,505419.8314730888,505419.8314730888,18376004.0,34702974.0,0.027504338346524566,0.027504338346524566
280110,KEYBANK NATIONAL ASSN,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,55995.48700711812,55995.48700711812,18376004.0,17197128.0,0.0030472069448351296,0.0030472069448351296
280110,KEYBANK NATIONAL ASSN,researcher_lambda_0.5,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,629238.478116585,629238.478116585,18376004.0,34702974.0,0.03424239993181244,0.03424239993181244
280110,KEYBANK NATIONAL ASSN,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,505419.8314730888,505419.8314730888,18376004.0,34702974.0,0.027504338346524566,0.027504338346524566
280110,KEYBANK NATIONAL ASSN,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,55995.48700711812,55995.48700711812,18376004.0,17197128.0,0.0030472069448351296,0.0030472069448351296
280110,KEYBANK NATIONAL ASSN,researcher_lambda_1,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,1027180.8741747934,1027180.8741747934,18376004.0,34702974.0,0.05589794572175721,0.05589794572175721
280110,KEYBANK NATIONAL ASSN,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,505419.8314730888,505419.8314730888,18376004.0,34702974.0,0.027504338346524566,0.027504338346524566
280110,KEYBANK NATIONAL ASSN,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,55995.48700711812,55995.48700711812,18376004.0,17197128.0,0.0030472069448351296,0.0030472069448351296
280110,KEYBANK NATIONAL ASSN,researcher_lambda_1.25,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,1226131.3445572748,1226131.3445572748,18376004.0,34702974.0,0.0667245906431711,0.0667245906431711
280110,KEYBANK NATIONAL ASSN,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,505419.8314730888,505419.8314730888,18376004.0,34702974.0,0.027504338346524566,0.027504338346524566
280110,KEYBANK NATIONAL ASSN,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,55995.48700711812,55995.48700711812,18376004.0,17197128.0,0.0030472069448351296,0.0030472069448351296
280110,KEYBANK NATIONAL ASSN,researcher_unemployment_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,301279.09926146397,301279.09926146397,18376004.0,34702974.0,0.01639524562910761,0.01639524562910761
280110,KEYBANK NATIONAL ASSN,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CI,505419.8314730888,505419.8314730888,18376004.0,34702974.0,0.027504338346524566,0.027504338346524566
280110,KEYBANK NATIONAL ASSN,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CRE,55995.48700711812,55995.48700711812,18376004.0,17197128.0,0.0030472069448351296,0.0030472069448351296
280110,KEYBANK NATIONAL ASSN,severely_adverse,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,1027180.8741747934,1027180.8741747934,18376004.0,34702974.0,0.05589794572175721,0.05589794572175721
2925666,PINNACLE BANK,baseline,Fed official,ar_mean,FORMAL_BASELINE,CI,126770.35902378193,126770.35902378193,5173602.0,12525901.0,0.024503307178206195,0.024503307178206195
2925666,PINNACLE BANK,baseline,Fed official,ar_mean,FORMAL_BASELINE,CRE,111343.66320028584,111343.66320028584,5173602.0,16602402.0,0.021521497633618866,0.021521497633618866
2925666,PINNACLE BANK,baseline,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,42848.81846467768,42848.81846467768,5173602.0,12525901.0,0.008282202315655065,0.008282202315655065
2925666,PINNACLE BANK,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,126770.35902378193,126770.35902378193,5173602.0,12525901.0,0.024503307178206195,0.024503307178206195
2925666,PINNACLE BANK,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,111343.66320028584,111343.66320028584,5173602.0,16602402.0,0.021521497633618866,0.021521497633618866
2925666,PINNACLE BANK,researcher_cre_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,42848.81846467768,42848.81846467768,5173602.0,12525901.0,0.008282202315655065,0.008282202315655065
2925666,PINNACLE BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,126770.35902378193,126770.35902378193,5173602.0,12525901.0,0.024503307178206195,0.024503307178206195
2925666,PINNACLE BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,111343.66320028584,111343.66320028584,5173602.0,16602402.0,0.021521497633618866,0.021521497633618866
2925666,PINNACLE BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,55881.25975851915,55881.25975851915,5173602.0,12525901.0,0.010801228961663295,0.010801228961663295
2925666,PINNACLE BANK,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,126770.35902378193,126770.35902378193,5173602.0,12525901.0,0.024503307178206195,0.024503307178206195
2925666,PINNACLE BANK,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,111343.66320028584,111343.66320028584,5173602.0,16602402.0,0.021521497633618866,0.021521497633618866
2925666,PINNACLE BANK,researcher_lambda_0.5,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,186503.61540417143,186503.61540417143,5173602.0,12525901.0,0.03604908444912682,0.03604908444912682
2925666,PINNACLE BANK,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,126770.35902378193,126770.35902378193,5173602.0,12525901.0,0.024503307178206195,0.024503307178206195
2925666,PINNACLE BANK,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,111343.66320028584,111343.66320028584,5173602.0,16602402.0,0.021521497633618866,0.021521497633618866
2925666,PINNACLE BANK,researcher_lambda_1,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,330139.3469333455,330139.3469333455,5173602.0,12525901.0,0.0638122814498188,0.0638122814498188
2925666,PINNACLE BANK,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,126770.35902378193,126770.35902378193,5173602.0,12525901.0,0.024503307178206195,0.024503307178206195
2925666,PINNACLE BANK,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,111343.66320028584,111343.66320028584,5173602.0,16602402.0,0.021521497633618866,0.021521497633618866
2925666,PINNACLE BANK,researcher_lambda_1.25,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,401949.73113599035,401949.73113599035,5173602.0,12525901.0,0.07769243384705479,0.07769243384705479
2925666,PINNACLE BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,126770.35902378193,126770.35902378193,5173602.0,12525901.0,0.024503307178206195,0.024503307178206195
2925666,PINNACLE BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,111343.66320028584,111343.66320028584,5173602.0,16602402.0,0.021521497633618866,0.021521497633618866
2925666,PINNACLE BANK,researcher_unemployment_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,68127.97671796718,68127.97671796718,5173602.0,12525901.0,0.013168383791015849,0.013168383791015849
2925666,PINNACLE BANK,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CI,126770.35902378193,126770.35902378193,5173602.0,12525901.0,0.024503307178206195,0.024503307178206195
2925666,PINNACLE BANK,severely_adverse,Fed official,ar_mean,FORMAL_BASELINE,CRE,111343.66320028584,111343.66320028584,5173602.0,16602402.0,0.021521497633618866,0.021521497633618866
2925666,PINNACLE BANK,severely_adverse,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,330139.3469333455,330139.3469333455,5173602.0,12525901.0,0.0638122814498188,0.0638122814498188
3138146,WESTERN ALLIANCE BANK,baseline,Fed official,ar_mean,FORMAL_BASELINE,CI,139544.5159799493,139544.5159799493,7749556.0,11262949.0,0.018006775611396228,0.018006775611396228
3138146,WESTERN ALLIANCE BANK,baseline,Fed official,ar_mean,FORMAL_BASELINE,CRE,89800.7608306667,89800.7608306667,7749556.0,15846473.0,0.011587858818062182,0.011587858818062182
3138146,WESTERN ALLIANCE BANK,baseline,Fed official,dynamic_fe,LIMITED_CHALLENGER,CI,100328.01254901999,100328.01254901999,7749556.0,11262949.0,0.012946291703553079,0.012946291703553079
3138146,WESTERN ALLIANCE BANK,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,139544.5159799493,139544.5159799493,7749556.0,11262949.0,0.018006775611396228,0.018006775611396228
3138146,WESTERN ALLIANCE BANK,researcher_cre_only,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,89800.7608306667,89800.7608306667,7749556.0,15846473.0,0.011587858818062182,0.011587858818062182
3138146,WESTERN ALLIANCE BANK,researcher_cre_only,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,100328.01254901999,100328.01254901999,7749556.0,11262949.0,0.012946291703553079,0.012946291703553079
3138146,WESTERN ALLIANCE BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CI,139544.5159799493,139544.5159799493,7749556.0,11262949.0,0.018006775611396228,0.018006775611396228
3138146,WESTERN ALLIANCE BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,ar_mean,FORMAL_BASELINE,CRE,89800.7608306667,89800.7608306667,7749556.0,15846473.0,0.011587858818062182,0.011587858818062182
3138146,WESTERN ALLIANCE BANK,researcher_high_for_longer_rates,Researcher partial-shock sensitivity,dynamic_fe,LIMITED_CHALLENGER,CI,112046.42878414995,112046.42878414995,7749556.0,11262949.0,0.014458432042319579,0.014458432042319579
3138146,WESTERN ALLIANCE BANK,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,139544.5159799493,139544.5159799493,7749556.0,11262949.0,0.018006775611396228,0.018006775611396228
3138146,WESTERN ALLIANCE BANK,researcher_lambda_0.5,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,89800.7608306667,89800.7608306667,7749556.0,15846473.0,0.011587858818062182,0.011587858818062182
3138146,WESTERN ALLIANCE BANK,researcher_lambda_0.5,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,229498.49310246474,229498.49310246474,7749556.0,11262949.0,0.029614405406253562,0.029614405406253562
3138146,WESTERN ALLIANCE BANK,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,139544.5159799493,139544.5159799493,7749556.0,11262949.0,0.018006775611396228,0.018006775611396228
3138146,WESTERN ALLIANCE BANK,researcher_lambda_1,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,89800.7608306667,89800.7608306667,7749556.0,15846473.0,0.011587858818062182,0.011587858818062182
3138146,WESTERN ALLIANCE BANK,researcher_lambda_1,Researcher sensitivity scenario,dynamic_fe,LIMITED_CHALLENGER,CI,358651.8305582517,358651.8305582517,7749556.0,11262949.0,0.046280306969618865,0.046280306969618865
3138146,WESTERN ALLIANCE BANK,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CI,139544.5159799493,139544.5159799493,7749556.0,11262949.0,0.018006775611396228,0.018006775611396228
3138146,WESTERN ALLIANCE BANK,researcher_lambda_1.25,Researcher sensitivity scenario,ar_mean,FORMAL_BASELINE,CRE,89800.7608306667,89800.7608306667,7749556.0,15846473.0,0.011587858818062182,0.011587858818062182
