window,segment,model_family,baseline_family,tau,prediction_version,common_scoring_keys_verified,train_start,train_end,test_start,test_end,scored_n,pinball_loss,exceedance_count,empirical_exceedance_rate,nominal_exceedance_rate,zero_exceedance_is_automatic_success,empirical_coverage,nominal_coverage,model,metric,value
1,CRE,dynamic_quantile,ar_quantile,0.5,PRE_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.00085220089514456,78.0,0.3,0.5,False,,,r3_dynamic_quantile_q50,pinball_loss,0.00085220089514456
1,CRE,ar_quantile,ar_quantile,0.5,PRE_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0007628136846469246,86.0,0.33076923076923076,0.5,False,,,r3_ar_quantile_q50,pinball_loss,0.0007628136846469246
1,CRE,dynamic_quantile,ar_quantile,0.5,POST_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0008779105375772825,81.0,0.31153846153846154,0.5,False,,,quantile_0.5,pinball_loss,0.0008779105375772825
1,CRE,ar_quantile,ar_quantile,0.5,POST_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0007876874058009657,87.0,0.3346153846153846,0.5,False,,,r3_ar_quantile_q50,pinball_loss,0.0007876874058009657
1,CRE,dynamic_quantile,ar_quantile,0.75,PRE_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0009789347268379426,41.0,0.1576923076923077,0.25,False,,,r3_dynamic_quantile_q75,pinball_loss,0.0009789347268379426
1,CRE,ar_quantile,ar_quantile,0.75,PRE_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0008661069332872401,39.0,0.15,0.25,False,,,r3_ar_quantile_q75,pinball_loss,0.0008661069332872401
1,CRE,dynamic_quantile,ar_quantile,0.75,POST_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0009395756632654484,42.0,0.16153846153846155,0.25,False,,,quantile_0.75,pinball_loss,0.0009395756632654484
1,CRE,ar_quantile,ar_quantile,0.75,POST_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0008626710006813367,39.0,0.15,0.25,False,,,r3_ar_quantile_q75,pinball_loss,0.0008626710006813367
1,CRE,dynamic_quantile,ar_quantile,0.9,PRE_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0007647803146972405,22.0,0.08461538461538462,0.09999999999999998,False,,,r3_dynamic_quantile_q90,pinball_loss,0.0007647803146972405
1,CRE,ar_quantile,ar_quantile,0.9,PRE_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.000749490545582853,28.0,0.1076923076923077,0.09999999999999998,False,,,r3_ar_quantile_q90,pinball_loss,0.000749490545582853
1,CRE,dynamic_quantile,ar_quantile,0.9,POST_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.0007210005752695044,18.0,0.06923076923076923,0.09999999999999998,False,,,quantile_0.9,pinball_loss,0.0007210005752695044
1,CRE,ar_quantile,ar_quantile,0.9,POST_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,0.000701502898164219,27.0,0.10384615384615385,0.09999999999999998,False,,,r3_ar_quantile_q90,pinball_loss,0.000701502898164219
1,CRE,dynamic_quantile_q50_q90_band,,,POST_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,260,,,,,,0.2423076923076923,0.4,r3_dynamic_quantile_q50_q90_band,band_metrics,
1,CI,dynamic_quantile,ar_quantile,0.5,PRE_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,524,0.002470595664833555,124.0,0.2366412213740458,0.5,False,,,r3_dynamic_quantile_q50,pinball_loss,0.002470595664833555
1,CI,ar_quantile,ar_quantile,0.5,PRE_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,524,0.002022798521347711,157.0,0.29961832061068705,0.5,False,,,r3_ar_quantile_q50,pinball_loss,0.002022798521347711
1,CI,dynamic_quantile,ar_quantile,0.5,POST_REARRANGEMENT,True,2005-01-01,2011-12-31,2012-01-01,2016-12-31,524,0.0024785421126177687,124.0,0.2366412213740458,0.5,False,,,quantile_0.5,pinball_loss,0.0024785421126177687
