banks,segments,quarters,observations,exposure_p50,exposure_p95,nco_rate_p50,npl_rate_p50,cre_share_p50,cre_to_tier1_p50
33,3,84,8145,5407078.0,28332360.199999973,0.0003963221223259123,0.008993001414221997,0.3714984284741727,2.7051488449441203
